Date,Open Price,High Price,Low Price,Close Price,Traded Value^,No. Of Trades,Traded Quantity
22-08-2013,"1,705.00","1,797.15","1,695.20","1,778.95",369.49,103483,2130494
21-08-2013,"1,740.10","1,743.70","1,701.15","1,717.80",311.56,93068,1811997
20-08-2013,"1,789.80","1,789.80","1,730.00","1,736.40",237.68,67852,1362422
19-08-2013,"1,798.00","1,807.00","1,755.55","1,777.45",189.09,75068,1060676
16-08-2013,"1,824.20","1,830.00","1,755.55","1,780.90",248.72,83006,1389965
14-08-2013,"1,824.50","1,858.00","1,802.00","1,833.50",302.87,59805,1651034
13-08-2013,"1,820.20","1,844.85","1,809.95","1,819.80",198.00,36003,1084148
12-08-2013,"1,841.00","1,841.00","1,808.15","1,814.00",188.88,51259,1038787
08-08-2013,"1,805.10","1,856.15","1,783.70","1,845.40",197.47,58154,1079314
07-08-2013,"1,874.00","1,890.90","1,813.45","1,822.70",249.39,77350,1347490
06-08-2013,"1,873.00","1,881.95","1,864.65","1,870.10",215.72,49199,1152645
05-08-2013,"1,840.00","1,877.40","1,840.00","1,867.20",220.01,67216,1177592
02-08-2013,"1,819.70","1,849.90","1,816.70","1,845.85",170.17,48177,923427
01-08-2013,"1,810.05","1,834.80","1,790.00","1,815.40",194.67,50550,1070589
31-07-2013,"1,790.00","1,831.50","1,789.45","1,815.50",256.91,63976,1413375
30-07-2013,"1,780.00","1,804.95","1,775.45","1,792.30",234.87,53050,1308742
29-07-2013,"1,758.00","1,794.60","1,757.25","1,779.20",157.83,46806,887131
26-07-2013,"1,795.00","1,798.95","1,750.10","1,774.50",211.62,69405,1189532
25-07-2013,"1,780.00","1,810.00","1,766.70","1,795.75",365.08,71565,2044404
24-07-2013,"1,748.50","1,792.00","1,745.00","1,782.80",194.04,85535,1090822
23-07-2013,"1,748.00","1,780.45","1,743.60","1,749.80",144.61,47374,823251
22-07-2013,"1,741.00","1,758.80","1,728.30","1,746.50",259.70,43813,1487386
19-07-2013,"1,719.00","1,759.00","1,700.00","1,742.80",743.07,131525,4275402
18-07-2013,"1,680.00","1,692.30","1,644.00","1,660.40",286.64,82338,1722766
17-07-2013,"1,645.05","1,684.95","1,645.05","1,678.50",251.10,52818,1499625
16-07-2013,"1,625.00","1,666.35","1,617.60","1,649.35",183.62,39701,1112493
15-07-2013,"1,601.10","1,647.30","1,599.30","1,641.75",168.45,57355,1030285
12-07-2013,"1,595.00","1,624.80","1,579.30","1,609.85",261.27,77332,1625768
11-07-2013,"1,520.00","1,570.00","1,520.00","1,564.55",181.15,58336,1167637
10-07-2013,"1,510.00","1,526.80","1,498.00","1,511.95",99.87,44391,661312
09-07-2013,"1,495.30","1,521.75","1,495.30","1,504.90",82.70,31904,548663
08-07-2013,"1,528.00","1,535.00","1,500.00","1,506.65",125.85,44702,829398
05-07-2013,"1,542.00","1,558.00","1,522.00","1,530.20",99.63,33664,646506
04-07-2013,"1,490.85","1,541.00","1,490.00","1,538.30",145.97,35318,958530
03-07-2013,"1,497.70","1,519.00","1,465.00","1,489.80",114.17,48225,765453
02-07-2013,"1,493.10","1,508.50","1,486.65","1,500.55",124.06,28099,828621
01-07-2013,"1,512.00","1,516.70","1,483.40","1,492.35",101.29,36062,677326
28-06-2013,"1,495.00","1,524.30","1,458.20","1,518.15",361.05,123933,2408548
27-06-2013,"1,447.80","1,497.00","1,442.00","1,491.90",281.21,65973,1910339
26-06-2013,"1,396.90","1,447.75","1,381.05","1,437.70",165.49,55304,1163244
25-06-2013,"1,413.50","1,427.10","1,380.70","1,392.30",131.52,53885,930274
24-06-2013,"1,415.00","1,434.10","1,400.10","1,410.70",134.02,51312,944582
21-06-2013,"1,408.80","1,431.85","1,408.00","1,422.25",202.42,51685,1424112
20-06-2013,"1,421.00","1,433.15","1,399.10","1,404.50",296.28,99552,2086439
19-06-2013,"1,454.90","1,454.90","1,423.55","1,427.70",153.17,54286,1069894
18-06-2013,"1,455.00","1,460.00","1,440.15","1,443.80",165.77,35144,1145764
17-06-2013,"1,453.00","1,465.00","1,428.00","1,452.45",186.72,33543,1292081
14-06-2013,"1,448.00","1,457.25","1,431.00","1,450.70",224.56,50954,1552998
13-06-2013,"1,460.00","1,464.00","1,435.10","1,445.65",228.34,37679,1575671
12-06-2013,"1,494.10","1,495.10","1,462.05","1,468.10",353.95,40672,2402977
11-06-2013,"1,530.20","1,542.00","1,492.00","1,501.55",167.47,50255,1102734
10-06-2013,"1,525.05","1,544.70","1,519.10","1,525.05",257.42,49431,1680215
07-06-2013,"1,470.10","1,539.00","1,468.00","1,518.95",268.88,94737,1775422
06-06-2013,"1,453.70","1,478.50","1,452.05","1,470.75",186.64,61001,1270226
05-06-2013,"1,461.10","1,472.65","1,452.70","1,467.80",126.57,51676,864338
04-06-2013,"1,460.00","1,473.90","1,450.15","1,465.35",95.43,31601,652660
03-06-2013,"1,504.00","1,507.00","1,457.10","1,469.40",228.15,82050,1548806
31-05-2013,"1,491.00","1,509.25","1,476.75","1,498.45",144.51,51533,964934
30-05-2013,"1,500.00","1,512.00","1,487.00","1,499.40",180.63,38970,1204173
29-05-2013,"1,516.00","1,527.50","1,485.10","1,497.35",109.38,45348,726019
28-05-2013,"1,498.00","1,516.50","1,490.30","1,514.10",105.34,41250,700127
27-05-2013,"1,469.50","1,500.00","1,460.00","1,498.00",150.65,59991,1011932
24-05-2013,"1,500.00","1,502.95","1,463.60","1,469.55",117.08,33979,793306
23-05-2013,"1,495.00","1,526.75","1,478.35","1,492.70",229.76,74633,1531981
22-05-2013,"1,498.00","1,509.15","1,492.30","1,498.40",138.46,63862,923472
21-05-2013,"1,465.00","1,502.00","1,465.00","1,492.85",141.76,64722,949216
20-05-2013,"1,471.25","1,478.00","1,461.00","1,472.40",101.69,44647,692752
17-05-2013,"1,455.00","1,478.50","1,454.10","1,473.80",212.89,70270,1450100
16-05-2013,"1,469.00","1,469.00","1,447.45","1,454.05",175.56,69868,1207826
15-05-2013,"1,458.10","1,477.20","1,450.00","1,471.55",260.81,73380,1782963
14-05-2013,"1,455.10","1,470.55","1,443.75","1,457.95",164.26,76618,1125050
13-05-2013,"1,480.00","1,481.00","1,445.70","1,451.60",135.95,77054,931249
11-05-2013,"1,495.00","1,495.00","1,486.10","1,489.65",4.17,1332,28017
10-05-2013,"1,498.45","1,510.90","1,491.10","1,495.90",85.43,40438,569857
09-05-2013,"1,483.20","1,503.45","1,483.00","1,498.45",146.05,53116,974850
08-05-2013,"1,472.00","1,487.80","1,470.00","1,480.10",130.90,42493,884065
07-05-2013,"1,467.10","1,478.85","1,457.40","1,471.60",165.94,56771,1130090
06-05-2013,"1,420.00","1,472.40","1,420.00","1,467.20",271.01,69362,1863559
03-05-2013,"1,426.00","1,447.25","1,407.90","1,418.50",259.87,80880,1820895
02-05-2013,"1,373.50","1,438.80","1,373.50","1,433.90",398.98,165856,2815163
30-04-2013,"1,368.00","1,382.00","1,365.00","1,378.40",276.04,80918,2010285
29-04-2013,"1,365.00","1,384.70","1,365.00","1,370.75",272.73,81023,1984458
26-04-2013,"1,393.00","1,393.45","1,365.10","1,369.35",326.73,104206,2377038
25-04-2013,"1,430.55","1,430.55","1,398.65","1,402.30",557.96,113292,3964597
23-04-2013,"1,424.45","1,448.00","1,424.00","1,430.55",242.51,73350,1692085
22-04-2013,"1,446.00","1,459.80","1,425.00","1,425.30",212.42,64835,1481242
18-04-2013,"1,487.95","1,494.90","1,427.45","1,452.75",620.75,144508,4277229
17-04-2013,"1,495.00","1,499.00","1,431.00","1,456.65",385.58,82601,2639502
16-04-2013,"1,470.00","1,493.45","1,457.95","1,483.15",226.23,58907,1535791
15-04-2013,"1,513.50","1,514.00","1,448.35","1,472.45",397.31,100925,2695748
12-04-2013,"1,481.90","1,524.50","1,478.35","1,511.75",378.63,95542,2516030
11-04-2013,"1,540.00","1,550.10","1,520.70","1,536.90",172.53,45986,1122329
10-04-2013,"1,509.90","1,538.90","1,501.00","1,530.45",155.35,54754,1023142
09-04-2013,"1,480.00","1,513.00","1,477.60","1,497.40",125.31,28130,836177
08-04-2013,"1,498.90","1,498.90","1,475.00","1,480.75",66.41,28530,448208
05-04-2013,"1,505.00","1,509.35","1,484.10","1,498.35",139.59,59990,932624
04-04-2013,"1,540.10","1,540.10","1,501.00","1,507.80",85.18,27776,563169
03-04-2013,"1,570.00","1,575.00","1,531.00","1,543.40",74.65,25227,479966
02-04-2013,"1,556.00","1,571.20","1,541.25","1,567.35",88.02,34426,565166
01-04-2013,"1,565.00","1,573.70","1,551.25","1,556.85",75.65,19638,484406
28-03-2013,"1,556.00","1,583.40","1,541.65","1,575.75",239.38,66151,1532831
26-03-2013,"1,540.10","1,570.00","1,536.15","1,556.35",138.75,40015,890768
25-03-2013,"1,548.50","1,552.00","1,528.40","1,543.35",143.19,44079,928658
22-03-2013,"1,561.40","1,562.10","1,532.00","1,542.15",209.95,47896,1357228
21-03-2013,"1,563.00","1,574.40","1,553.70","1,559.95",130.31,66473,832302
20-03-2013,"1,540.00","1,572.65","1,539.95","1,557.65",324.69,92043,2084068
19-03-2013,"1,564.50","1,564.50","1,540.45","1,546.75",289.56,36839,1869955
18-03-2013,"1,559.85","1,573.65","1,554.40","1,566.95",132.63,32094,847494
15-03-2013,"1,572.00","1,580.40","1,560.60","1,570.25",330.96,73258,2106199
14-03-2013,"1,557.00","1,577.00","1,543.80","1,567.70",237.40,49526,1525609
13-03-2013,"1,556.05","1,558.70","1,548.00","1,551.70",139.20,31687,897248
12-03-2013,"1,558.00","1,567.95","1,548.00","1,560.50",140.67,29418,904726
11-03-2013,"1,575.00","1,589.55","1,556.65","1,566.20",174.36,46656,1110665
08-03-2013,"1,590.00","1,595.65","1,574.90","1,583.15",343.58,106027,2170751
07-03-2013,"1,561.00","1,597.60","1,559.35","1,589.90",309.44,108998,1954351
06-03-2013,"1,536.15","1,565.50","1,536.15","1,561.20",178.36,46422,1149755
05-03-2013,"1,517.00","1,543.00","1,508.60","1,540.15",263.85,61511,1720027
04-03-2013,"1,491.00","1,519.90","1,491.00","1,513.20",236.32,89306,1568038
01-03-2013,"1,515.10","1,516.00","1,498.00","1,501.85",190.62,70071,1268663
28-02-2013,"1,486.25","1,525.00","1,485.25","1,517.00",346.79,82632,2299712
27-02-2013,"1,495.25","1,503.05","1,477.30","1,483.20",189.86,60897,1278341
26-02-2013,"1,467.00","1,499.95","1,466.00","1,496.40",212.17,72921,1426835
25-02-2013,"1,453.00","1,475.00","1,451.50","1,473.70",127.11,61029,865015
22-02-2013,"1,450.00","1,464.05","1,442.30","1,455.10",95.35,40970,655347
21-02-2013,"1,440.70","1,456.85","1,440.70","1,451.05",279.23,32323,1924573
20-02-2013,"1,441.50","1,457.00","1,441.50","1,452.80",164.27,30950,1130759
19-02-2013,"1,421.60","1,448.90","1,412.70","1,443.55",53.27,22479,372147
18-02-2013,"1,440.10","1,441.90","1,420.00","1,425.35",68.01,17301,476043
15-02-2013,"1,444.00","1,451.80","1,430.65","1,442.15",131.48,44877,910395
14-02-2013,"1,430.10","1,455.80","1,429.00","1,447.70",213.49,43194,1473479
13-02-2013,"1,409.80","1,441.65","1,405.10","1,435.40",274.34,68164,1911333
12-02-2013,"1,409.05","1,415.00","1,401.85","1,410.05",156.89,41780,1112751
11-02-2013,"1,424.00","1,428.90","1,412.25","1,414.70",163.85,43496,1156063
08-02-2013,"1,386.00","1,437.00","1,385.10","1,422.60",495.04,80670,3486809
07-02-2013,"1,361.00","1,390.00","1,361.00","1,387.15",180.30,51837,1306391
06-02-2013,"1,362.50","1,375.90","1,362.00","1,370.55",244.39,33018,1786853
05-02-2013,"1,345.10","1,365.00","1,345.10","1,360.05",147.03,43720,1080997
04-02-2013,"1,349.00","1,367.80","1,345.15","1,356.35",168.73,47857,1243652
01-02-2013,"1,344.00","1,352.00","1,342.15","1,348.10",100.07,22910,742270
31-01-2013,"1,348.85","1,352.45","1,326.40","1,344.15",289.87,46346,2156584
30-01-2013,"1,341.00","1,349.85","1,335.80","1,346.15",153.36,38454,1139572
29-01-2013,"1,341.20","1,356.55","1,340.30","1,344.95",116.66,30894,865902
28-01-2013,"1,340.30","1,349.95","1,337.95","1,345.05",163.31,25501,1214077
25-01-2013,"1,323.75","1,345.00","1,323.75","1,340.50",101.90,32918,760550
24-01-2013,"1,305.00","1,336.90","1,305.00","1,328.55",232.57,43901,1749235
23-01-2013,"1,315.75","1,323.75","1,298.40","1,311.95",122.90,45834,938827
22-01-2013,"1,326.00","1,331.70","1,308.10","1,317.50",91.73,21665,693315
21-01-2013,"1,352.50","1,354.90","1,327.10","1,330.00",84.16,28024,630019
18-01-2013,"1,362.50","1,366.05","1,338.05","1,351.00",97.42,27725,720235
17-01-2013,"1,349.70","1,371.80","1,343.00","1,362.00",206.38,64029,1514272
16-01-2013,"1,336.90","1,355.00","1,309.00","1,347.75",274.15,101943,2054746
15-01-2013,"1,390.00","1,400.00","1,327.00","1,337.45",563.78,143245,4131489
14-01-2013,"1,319.00","1,348.45","1,307.35","1,334.50",385.99,102268,2895112
11-01-2013,"1,290.00","1,322.50","1,290.00","1,306.35",509.34,110429,3902503
10-01-2013,"1,279.90","1,282.10","1,255.30","1,258.40",286.19,118083,2261419
09-01-2013,"1,301.00","1,307.40","1,273.15","1,276.60",201.38,59377,1567949
08-01-2013,"1,295.00","1,304.30","1,294.30","1,300.25",152.20,70267,1170935
07-01-2013,"1,300.00","1,304.00","1,290.25","1,294.85",118.00,51121,910376
04-01-2013,"1,285.00","1,301.00","1,280.90","1,299.20",337.94,69757,2614380
03-01-2013,"1,265.00","1,284.00","1,259.95","1,280.60",168.21,42033,1317565
02-01-2013,"1,267.00","1,272.40","1,255.55","1,263.30",118.85,48187,940123
01-01-2013,"1,266.95","1,267.90","1,260.00","1,264.15",32.21,9785,254790
31-12-2012,"1,261.00","1,265.60","1,252.00","1,255.85",44.26,13517,352085
28-12-2012,"1,254.00","1,272.00","1,250.75","1,267.50",94.73,28226,750811
27-12-2012,"1,264.90","1,264.90","1,247.65","1,250.95",124.95,22875,997079
26-12-2012,"1,267.00","1,269.15","1,255.30","1,262.20",90.54,30470,717629
24-12-2012,"1,262.00","1,271.10","1,260.10","1,266.20",79.49,20423,627409
21-12-2012,"1,250.00","1,264.40","1,237.70","1,258.70",154.46,45068,1228984
20-12-2012,"1,227.15","1,255.00","1,227.15","1,252.05",144.02,95877,1157015
19-12-2012,"1,216.10","1,236.55","1,216.10","1,232.65",409.00,67172,3321030
18-12-2012,"1,214.70","1,225.00","1,197.00","1,210.65",282.85,88425,2344241
17-12-2012,"1,239.15","1,248.90","1,202.10","1,205.50",272.23,123929,2241449
14-12-2012,"1,217.00","1,245.00","1,216.15","1,242.90",135.98,67398,1098407
13-12-2012,"1,230.10","1,234.60","1,217.10","1,222.55",140.89,75390,1148581
12-12-2012,"1,224.90","1,241.00","1,221.10","1,225.80",153.11,46290,1243974
11-12-2012,"1,235.00","1,243.00","1,210.35","1,219.70",302.59,70374,2463457
10-12-2012,"1,262.10","1,266.80","1,231.20","1,237.20",188.38,52948,1514715
07-12-2012,"1,276.65","1,280.70","1,257.05","1,264.15",124.28,51467,978607
06-12-2012,"1,295.00","1,295.00","1,269.00","1,280.70",151.18,71738,1185046
05-12-2012,"1,300.00","1,307.55","1,288.60","1,297.90",116.03,29795,895029
04-12-2012,"1,315.10","1,321.80","1,292.90","1,299.45",103.81,38753,797560
03-12-2012,"1,315.00","1,322.00","1,305.20","1,316.80",86.66,43119,659756
30-11-2012,"1,295.00","1,325.00","1,291.10","1,314.00",233.43,52428,1789647
29-11-2012,"1,310.00","1,312.00","1,292.35","1,298.10",225.43,62397,1735289
27-11-2012,"1,299.90","1,299.90","1,288.30","1,295.20",86.70,71825,669080
26-11-2012,"1,288.00","1,295.70","1,285.00","1,293.70",29.48,21552,228167
23-11-2012,"1,282.00","1,291.40","1,271.25","1,288.60",48.11,34484,374838
22-11-2012,"1,282.10","1,284.10","1,271.00","1,276.45",39.04,26580,305812
21-11-2012,"1,276.25","1,294.70","1,276.25","1,282.20",60.47,21217,470872
20-11-2012,"1,275.00","1,282.90","1,256.05","1,272.80",79.66,55714,628020
19-11-2012,"1,290.10","1,295.00","1,258.50","1,262.35",106.36,48054,838143
16-11-2012,"1,299.80","1,306.80","1,280.10","1,286.80",103.51,48192,799445
15-11-2012,"1,320.10","1,322.00","1,291.00","1,294.15",112.93,72342,867701
13-11-2012,"1,335.15","1,337.20","1,322.05","1,325.30",9.49,3256,71507
12-11-2012,"1,320.00","1,348.00","1,320.00","1,334.50",98.08,41013,733391
09-11-2012,"1,330.00","1,333.25","1,320.90","1,324.95",47.15,18400,355691
08-11-2012,"1,324.00","1,334.70","1,316.60","1,331.20",82.30,30085,619522
07-11-2012,"1,325.00","1,333.35","1,321.50","1,331.50",70.35,29016,529195
06-11-2012,"1,325.00","1,337.40","1,319.45","1,320.55",86.01,27560,648733
05-11-2012,"1,335.90","1,343.35","1,325.30","1,329.60",81.66,30214,611913
02-11-2012,"1,324.90","1,338.00","1,318.40","1,331.20",111.37,27175,836987
01-11-2012,"1,314.90","1,320.35","1,310.20","1,315.25",103.88,23921,789884
31-10-2012,"1,309.10","1,316.80","1,304.00","1,315.50",65.57,17967,499768
30-10-2012,"1,304.40","1,322.00","1,304.40","1,311.50",52.88,16295,402634
29-10-2012,"1,311.00","1,319.80","1,300.80","1,308.40",53.38,23756,407814
26-10-2012,"1,306.20","1,322.00","1,306.20","1,315.30",68.88,25695,523675
25-10-2012,"1,315.00","1,323.90","1,304.25","1,315.35",148.32,38321,1127235
23-10-2012,"1,324.00","1,324.00","1,311.90","1,314.60",74.81,21203,568348
22-10-2012,"1,325.10","1,334.90","1,303.00","1,318.90",356.57,77386,2698671
19-10-2012,"1,309.00","1,311.40","1,282.00","1,289.70",182.95,55185,1412808
18-10-2012,"1,286.25","1,311.00","1,280.20","1,307.35",93.75,32691,723564
17-10-2012,"1,301.30","1,304.90","1,272.00","1,283.15",102.52,42375,798740
16-10-2012,"1,297.00","1,310.20","1,287.80","1,295.90",83.44,31394,641372
15-10-2012,"1,294.00","1,302.40","1,287.50","1,294.65",52.70,21452,407264
12-10-2012,"1,278.80","1,313.65","1,273.20","1,298.45",159.98,53519,1234771
11-10-2012,"1,290.25","1,301.55","1,286.05","1,289.45",105.76,36946,817763
10-10-2012,"1,286.00","1,301.75","1,285.00","1,289.35",75.10,24202,581989
09-10-2012,"1,297.90","1,298.80","1,285.00","1,294.85",83.44,27678,645577
08-10-2012,"1,310.00","1,315.25","1,285.45","1,292.70",109.43,45834,842704
05-10-2012,"1,310.25","1,319.35","1,055.00","1,304.00",246.67,66953,1918055
04-10-2012,"1,320.00","1,321.65","1,308.65","1,317.15",86.75,24351,659642
03-10-2012,"1,301.00","1,325.00","1,301.00","1,322.65",152.73,51635,1159115
01-10-2012,"1,295.00","1,309.80","1,293.05","1,302.95",116.90,35001,897809
28-09-2012,"1,278.80","1,305.00","1,276.50","1,295.90",188.72,57208,1456498
27-09-2012,"1,280.10","1,299.50","1,261.10","1,271.55",358.74,92803,2802699
26-09-2012,"1,295.20","1,305.00","1,282.00","1,285.60",212.45,60659,1646406
25-09-2012,"1,290.10","1,309.75","1,282.30","1,293.20",248.17,80702,1911847
24-09-2012,"1,310.00","1,313.00","1,277.00","1,289.45",317.55,104103,2468510
21-09-2012,"1,324.90","1,332.30","1,298.30","1,304.05",278.93,96795,2123879
20-09-2012,"1,295.00","1,336.90","1,291.60","1,322.00",267.25,98575,2021253
18-09-2012,"1,345.00","1,345.00","1,292.55","1,299.80",474.62,135769,3610103
17-09-2012,"1,418.25","1,421.55","1,335.50","1,342.10",347.57,90702,2547195
14-09-2012,"1,428.00","1,439.80","1,402.15","1,413.10",199.18,76261,1407420
13-09-2012,"1,413.00","1,423.95","1,409.55","1,417.70",133.34,45166,940605
12-09-2012,"1,396.95","1,421.00","1,389.90","1,414.90",149.20,49484,1057233
11-09-2012,"1,369.00","1,395.60","1,364.05","1,392.65",88.11,46280,637090
10-09-2012,"1,383.20","1,383.90","1,365.95","1,371.45",101.38,29031,738012
08-09-2012,"1,380.45","1,389.40","1,380.45","1,386.50",5.90,1742,42619
07-09-2012,"1,390.00","1,396.80","1,378.90","1,386.70",183.01,50547,1318328
06-09-2012,"1,364.10","1,379.90","1,353.65","1,375.60",157.08,38260,1145842
05-09-2012,"1,339.50","1,371.00","1,332.00","1,364.50",137.09,33799,1014480
04-09-2012,"1,332.90","1,347.00","1,322.05","1,340.85",100.43,36304,754009
03-09-2012,"1,350.00","1,354.90","1,333.00","1,337.85",82.13,22471,611913
31-08-2012,"1,357.00","1,359.00","1,334.65","1,343.75",119.32,27538,886924
30-08-2012,"1,339.90","1,388.80","1,323.40","1,367.15",226.12,38347,1666716
29-08-2012,"1,350.00","1,358.00","1,335.00","1,343.30",143.83,34353,1069645
28-08-2012,"1,326.95","1,354.65","1,315.00","1,350.90",152.07,35759,1133102
27-08-2012,"1,316.20","1,330.90","1,315.00","1,320.45",63.87,22283,483600
24-08-2012,"1,320.00","1,328.40","1,313.00","1,322.85",104.36,31087,789469
23-08-2012,"1,291.75","1,326.00","1,291.75","1,323.45",153.80,47425,1168657
22-08-2012,"1,295.90","1,309.00","1,288.10","1,291.65",73.65,27742,567048
21-08-2012,"1,279.90","1,305.00","1,277.10","1,298.65",132.91,35628,1025788
17-08-2012,"1,265.05","1,284.50","1,264.00","1,278.60",82.25,25857,643788
16-08-2012,"1,270.15","1,271.55","1,252.10","1,263.55",112.83,44733,894146
14-08-2012,"1,260.00","1,273.25","1,259.25","1,268.40",72.02,32509,568465
13-08-2012,"1,279.10","1,279.10","1,257.25","1,266.30",90.42,34080,714019
10-08-2012,"1,256.00","1,285.00","1,255.75","1,280.05",196.27,39840,1541178
09-08-2012,"1,250.25","1,267.85","1,250.25","1,258.15",71.16,21388,564737
08-08-2012,"1,265.00","1,266.65","1,246.40","1,249.20",102.96,28196,821500
07-08-2012,"1,239.00","1,266.20","1,234.65","1,264.05",131.33,44705,1049577
06-08-2012,"1,245.00","1,248.00","1,225.20","1,228.90",62.58,36326,507770
03-08-2012,"1,228.00","1,240.25","1,218.10","1,236.90",60.16,29412,488868
02-08-2012,"1,229.95","1,236.70","1,222.00","1,232.80",58.55,42080,475529
01-08-2012,"1,238.10","1,244.80","1,222.10","1,224.65",79.61,29028,647875
31-07-2012,"1,235.00","1,249.25","1,226.25","1,243.65",122.88,34490,989982
30-07-2012,"1,234.90","1,242.85","1,214.55","1,231.00",161.13,37777,1312856
27-07-2012,"1,215.00","1,230.20","1,203.25","1,225.30",112.32,40952,921488
26-07-2012,"1,213.00","1,221.00","1,190.20","1,198.45",177.65,39053,1472873
25-07-2012,"1,204.00","1,217.00","1,196.90","1,213.15",100.51,44215,833015
24-07-2012,"1,208.10","1,218.65","1,197.10","1,209.15",99.46,20279,824046
23-07-2012,"1,208.00","1,227.20","1,201.00","1,214.25",177.17,64523,1451599
20-07-2012,"1,201.00","1,228.00","1,200.30","1,223.05",206.26,54245,1689113
19-07-2012,"1,203.00","1,210.00","1,195.25","1,201.00",80.32,34734,667676
18-07-2012,"1,195.00","1,204.40","1,178.50","1,195.30",176.94,53565,1487643
17-07-2012,"1,218.00","1,224.00","1,175.20","1,185.90",379.38,94357,3191908
16-07-2012,"1,249.00","1,259.25","1,202.90","1,207.35",221.65,59141,1810313
13-07-2012,"1,273.80","1,284.00","1,243.00","1,249.40",455.21,97225,3608577
12-07-2012,"1,225.00","1,250.00","1,219.30","1,236.00",485.42,121008,3929540
11-07-2012,"1,253.25","1,274.50","1,253.25","1,258.30",128.34,61488,1017269
10-07-2012,"1,265.00","1,270.25","1,249.55","1,261.70",158.64,57122,1258799
09-07-2012,"1,245.00","1,264.55","1,243.35","1,259.40",120.56,31706,956384
06-07-2012,"1,240.00","1,252.80","1,227.00","1,247.75",119.49,47536,964964
05-07-2012,"1,247.85","1,247.85","1,235.20","1,240.60",94.33,43868,760438
04-07-2012,"1,243.50","1,249.50","1,231.55","1,247.85",80.77,25562,650903
03-07-2012,"1,265.00","1,269.80","1,230.30","1,239.40",138.32,74599,1113646
02-07-2012,"1,279.00","1,279.00","1,256.45","1,259.45",133.54,50092,1055550
29-06-2012,"1,263.35","1,287.00","1,262.90","1,277.45",127.26,52748,995075
28-06-2012,"1,246.95","1,263.90","1,236.25","1,258.85",118.45,34814,947114
27-06-2012,"1,236.25","1,258.80","1,236.25","1,246.70",143.99,26836,1152931
26-06-2012,"1,217.50","1,237.00","1,217.05","1,235.10",68.37,26613,554857
25-06-2012,"1,237.00","1,238.50","1,211.00","1,216.75",97.42,33456,794379
22-06-2012,"1,214.25","1,239.90","1,214.25","1,233.45",118.31,37326,959780
21-06-2012,"1,245.05","1,252.00","1,209.00","1,224.05",254.14,82725,2077990
20-06-2012,"1,274.00","1,274.00","1,243.30","1,252.80",110.54,43219,876870
19-06-2012,"1,256.90","1,279.25","1,255.10","1,273.95",112.10,45920,884529
18-06-2012,"1,276.00","1,286.35","1,250.00","1,257.15",94.65,38207,747694
15-06-2012,"1,254.05","1,280.00","1,249.00","1,272.45",125.44,36194,993020
14-06-2012,"1,249.00","1,261.50","1,245.00","1,254.00",92.37,41058,735562
13-06-2012,"1,249.00","1,260.00","1,242.60","1,250.40",90.78,27001,725429
12-06-2012,"1,221.10","1,253.00","1,221.10","1,248.10",67.77,21606,546071
11-06-2012,"1,233.00","1,246.05","1,227.10","1,233.55",95.28,20718,772524
08-06-2012,"1,231.20","1,242.60","1,224.15","1,230.90",147.44,33078,1200122
07-06-2012,"1,247.00","1,249.90","1,231.55","1,240.20",133.12,33363,1074864
06-06-2012,"1,230.00","1,263.75","1,229.10","1,251.15",206.27,54561,1645954
05-06-2012,"1,214.00","1,230.90","1,214.00","1,226.50",126.29,28267,1031699
04-06-2012,"1,210.00","1,216.00","1,196.20","1,213.25",72.73,34162,602215
01-06-2012,"1,240.00","1,245.00","1,218.50","1,224.60",90.60,29285,739764
31-05-2012,"1,221.00","1,255.90","1,221.00","1,245.35",273.84,47289,2205801
30-05-2012,"1,231.25","1,257.00","1,231.25","1,240.55",98.49,34395,790757
29-05-2012,"1,228.00","1,248.00","1,218.40","1,240.35",97.41,26795,787516
28-05-2012,"1,224.00","1,230.00","1,215.05","1,224.70",48.25,18554,395097
25-05-2012,"1,212.10","1,225.00","1,209.10","1,220.80",55.76,27072,457523
24-05-2012,"1,225.00","1,228.95","1,207.10","1,221.45",73.42,35630,602837
23-05-2012,"1,233.00","1,235.55","1,214.10","1,225.15",132.38,35494,1081403
22-05-2012,"1,221.00","1,240.00","1,213.00","1,224.05",144.29,27043,1180458
21-05-2012,"1,211.00","1,225.00","1,204.05","1,209.20",135.28,44895,1113544
18-05-2012,"1,204.80","1,224.90","1,202.65","1,210.65",161.42,29677,1328335
17-05-2012,"1,222.00","1,235.00","1,199.05","1,222.00",251.77,56293,2068762
16-05-2012,"1,220.00","1,241.90","1,206.75","1,223.40",280.28,52713,2283968
15-05-2012,"1,224.00","1,233.00","1,219.80","1,226.30",114.97,20669,937755
14-05-2012,"1,227.30","1,234.00","1,220.00","1,225.95",157.75,23224,1286876
11-05-2012,"1,224.00","1,236.90","1,221.20","1,230.75",168.73,37011,1372595
10-05-2012,"1,225.55","1,241.80","1,225.00","1,232.55",184.40,57063,1496310
09-05-2012,"1,195.00","1,234.60","1,194.10","1,225.55",568.11,110289,4635772
08-05-2012,"1,225.00","1,234.70","1,195.65","1,200.70",585.32,92936,4815789
07-05-2012,"1,260.00","1,278.50","1,248.40","1,273.25",165.82,57968,1313881
04-05-2012,"1,280.00","1,295.25","1,263.05","1,276.80",228.16,60328,1785859
